date,amfi_code,scheme_name,Benchmark,Rolling_30D_Tracking_Difference_pct
2023-01-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.297987265609434
2023-01-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1277816385019718
2023-01-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3512717607165102
2023-01-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.13551807562458218
2023-01-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.33406346366695816
2023-01-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17106825978815113
2023-01-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.36832738552800154
2023-01-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.13749187517529515
2023-01-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.32487145367286513
2023-01-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1739374595528509
2023-01-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.34773911392407264
2023-01-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.21081192833423135
2023-01-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.34997356787659173
2023-01-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2359694108749255
2023-01-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.47984511518782874
2023-01-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18279211316228042
2023-01-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.4806230319359465
2023-01-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.22786475611116683
2023-01-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.526648760255772
2023-01-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.24886562799882697
2023-02-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.5107842266040008
2023-02-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1373370479117205
2023-02-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.5055912916619572
2023-02-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.11103293495254925
2023-02-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.4072845132771096
2023-02-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2196615230239796
2023-02-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3757577250377908
2023-02-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2683422822677735
2023-02-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3137775833220946
2023-02-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.32209007600298767
2023-02-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2910212246705157
2023-02-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.3896479779261279
2023-02-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.34546897511694113
2023-02-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.27396530538608577
2023-02-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.32768330395363493
2023-02-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.3056116021172972
2023-02-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3158492542666173
2023-02-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.27598656362753604
2023-02-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2998567279681419
2023-02-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2863673564888262
2023-02-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3646704090349373
2023-02-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.23568850139052042
2023-02-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.40719505834064806
2023-02-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.16653611460080006
2023-02-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.4589332401902405
2023-02-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.09744266414194162
2023-02-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3660268620203033
2023-02-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.08909557674420772
2023-02-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.33944818021409695
2023-02-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.12024746483841368
2023-02-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.31607254396075257
2023-02-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.10109439367340027
2023-02-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.22666579054400393
2023-02-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18735859524140216
2023-02-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.21962108406335906
2023-02-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.14247106633792805
2023-02-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.23284735115476685
2023-02-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.21028566360583295
2023-02-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.23977075791548397
2023-02-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.13577747317054598
2023-03-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.10189053618542869
2023-03-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.22290507948891833
2023-03-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.023864334065599735
2023-03-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18492724066560032
2023-03-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,5.152681386751586e-06
2023-03-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18139433249916218
2023-03-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.051297888753678945
2023-03-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17288806475509863
2023-03-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.07607576145439869
2023-03-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.14143532304052445
2023-03-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.05693202892605257
2023-03-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.11055158999462558
2023-03-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.07936126954505925
2023-03-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.15460871645688914
2023-03-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.12208563037541365
2023-03-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.15235189440834165
2023-03-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.18026677962080612
2023-03-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.14032117653099307
2023-03-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.2600088294344971
2023-03-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1564468068981928
2023-03-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.1769604502045885
2023-03-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.174849724849927
2023-03-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.21047974371652067
2023-03-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.24741942787876078
2023-03-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.11651591462296847
2023-03-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.14075017917307733
2023-03-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.10255055689347148
2023-03-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.08326544305644575
2023-03-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.11282425533860865
2023-03-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.10092348721044439
2023-03-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.1340589494175252
2023-03-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.05759920089553875
2023-03-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.15274076703491493
2023-03-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18011489643703693
2023-03-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.15032332338166512
2023-03-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.13052064155452978
2023-03-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.172448400131248
2023-03-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17481990669688918
2023-03-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.21509091427008484
2023-03-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.15135821971302588
2023-03-29,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.20249638411160711
2023-03-29,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.16126621348297082
2023-03-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.22987827502964947
2023-03-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1154191167503101
2023-03-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.347855588069913
2023-03-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17013311660651378
2023-04-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.24941944796365098
2023-04-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.14884516389874167
2023-04-04,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.2645115730313752
2023-04-04,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.16811555381059756
2023-04-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.2684890665655089
2023-04-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.21081034129366163
2023-04-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.2614641025333682
2023-04-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17805832137369415
2023-04-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.27352527173795255
2023-04-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18844157942734752
2023-04-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.27182992017281765
2023-04-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.13394994587635342
2023-04-11,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.23420986705147287
2023-04-11,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1660541041693068
2023-04-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.1038328845369263
2023-04-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.09721169822477431
2023-04-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.16010125477141166
2023-04-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1672707402100937
2023-04-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.1209745479975044
2023-04-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1301921836354251
2023-04-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.12692863065855967
2023-04-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.07478927528358363
2023-04-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.08719618638125944
2023-04-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.07894842866127923
2023-04-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.028295229832203672
2023-04-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.02580597875159037
2023-04-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.10804062476183264
2023-04-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.08668551679569554
2023-04-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.018171896000171623
2023-04-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.010085850545605105
2023-04-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.030386221194825442
2023-04-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.03179300717573589
2023-04-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.10713033713312152
2023-04-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.09045735738749709
2023-04-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.10098643745502067
2023-04-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.022443168346419167
2023-04-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2079638439970244
2023-04-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.19522964636873455
2023-04-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.08573431026215032
2023-04-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.0944404900121687
2023-05-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.005369321901130819
2023-05-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.030328725698928933
2023-05-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.08512044725777194
2023-05-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.08962939053024994
2023-05-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.03728563872353726
2023-05-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.13166778720040165
2023-05-04,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.01369750343880538
2023-05-04,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.07616059980329659
2023-05-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.026249628702059716
2023-05-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.11605812281671901
2023-05-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.0013803952011970377
2023-05-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.10771813299621957
2023-05-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.0002647455367569644
2023-05-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.004313127342419805
2023-05-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.03705273252854968
2023-05-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.018905868201291403
2023-05-11,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.1509193683842295
2023-05-11,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.011840923604135392
2023-05-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2482043409758461
2023-05-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.04641880515864819
2023-05-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2569340194929981
2023-05-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.039910501721579505
2023-05-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3376397414582355
2023-05-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.10488200931050962
2023-05-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3424706828770341
2023-05-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.12606546734099555
2023-05-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.387391695550429
2023-05-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.1175652464259928
2023-05-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.3401588076686579
2023-05-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.09056420725510828
2023-05-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.28348400157935344
2023-05-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.04711797959497129
2023-05-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2652381701714786
2023-05-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.04120013011921886
2023-05-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.27258900260647073
2023-05-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.08447581956861461
2023-05-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.21719925845269383
2023-05-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.0537147533128383
2023-05-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.23572490197687365
2023-05-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.06984354725252939
2023-05-29,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.24602887903669826
2023-05-29,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.0457522898116843
2023-05-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.2518160179552331
2023-05-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,-0.07258755700336221
2023-05-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.1613927074393025
2023-05-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.05620782300050623
2023-06-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.11939543031814215
2023-06-01,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.09704146186914508
2023-06-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.17311684013135542
2023-06-02,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.05215312744312491
2023-06-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.25442038442909637
2023-06-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.08237061782016886
2023-06-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.13207176428630749
2023-06-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1104567542927448
2023-06-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.13561094737119195
2023-06-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.04534312179156712
2023-06-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.020558517846234192
2023-06-08,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1861743419612083
2023-06-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.07300899556460147
2023-06-09,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.13340132434391286
2023-06-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.012614788195999631
2023-06-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18097066644604495
2023-06-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.04735738336653454
2023-06-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.24214463821648158
2023-06-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.04910209140651952
2023-06-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.25683715240968574
2023-06-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,-0.027296318040281133
2023-06-15,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1485427314470659
2023-06-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.05121430312416778
2023-06-16,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1362279046430818
2023-06-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.04887694524201459
2023-06-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1612824634293956
2023-06-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.014157130859963063
2023-06-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.032820355085303454
2023-06-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.054520048901764984
2023-06-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.06261944782611735
2023-06-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.09617360127828656
2023-06-22,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.08793925421127113
2023-06-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.20380160445600906
2023-06-23,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.16891983590834583
2023-06-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.29683714194628524
2023-06-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17182783543481497
2023-06-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.33019738027468754
2023-06-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.24439202514534242
2023-06-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3301895155288663
2023-06-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2275876454775283
2023-06-29,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3503178744996097
2023-06-29,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1699687682090789
2023-06-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3569914933491784
2023-06-30,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.21879869365941476
2023-07-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3166158988228514
2023-07-03,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.11946471836552323
2023-07-04,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3292564891573524
2023-07-04,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.17705363603371901
2023-07-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.47886842210381086
2023-07-05,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2763621498307948
2023-07-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.316521510366979
2023-07-06,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.18573699291406065
2023-07-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3144912300747508
2023-07-07,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1028051895629704
2023-07-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.416382790729168
2023-07-10,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1788569434219208
2023-07-11,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.45796160802401564
2023-07-11,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.23930887990857966
2023-07-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.44143683764832986
2023-07-12,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.25234718825494584
2023-07-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.4247741155222125
2023-07-13,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2122169580078115
2023-07-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.4418707458098788
2023-07-14,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2096502352214417
2023-07-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.5201602745110382
2023-07-17,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1795538723967216
2023-07-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.4717497927866462
2023-07-18,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2270427008433947
2023-07-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.48543823661483537
2023-07-19,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.2519848301136692
2023-07-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.5008056032295416
2023-07-20,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.25929108428480246
2023-07-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.4360713557838221
2023-07-21,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.23746088397441634
2023-07-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.37988147966964
2023-07-24,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1769349512059933
2023-07-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.3645487167653694
2023-07-25,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.10752872019300976
2023-07-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.31310760362727247
2023-07-26,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.11883949938720033
2023-07-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.347346668570494
2023-07-27,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.12660017975949622
2023-07-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.321402524437416
2023-07-28,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY100,0.1878348814073616
2023-07-31,120504,ICICI Pru Bluechip Fund - Direct - Growth,NIFTY50,0.33209148384581666
