trading_day,nav_p05,nav_median,nav_p95
539,225.79238814369933,327.6472504781513,470.06362469199115
540,225.9367397443191,327.5498914735141,470.9643362800382
541,225.7066177564818,327.9482664216267,470.6991662592963
542,225.89303499609966,328.4783856252995,472.6783029107334
543,226.0640813614234,329.03978024002225,473.3788785700054
544,225.90340192533108,328.95511837695983,473.3427354027773
545,226.15288328970988,329.13139222625034,474.67323100035327
546,225.6347153870417,329.3234595751712,475.22297106943415
547,225.84081444936723,329.6696575515752,474.81260892888884
548,225.7331493952537,329.8284164313757,475.8523663038186
549,225.9812675598556,330.20035444596783,475.86554225420366
550,226.00425105068607,330.5296382834723,476.8588756724105
551,226.26234515670893,330.68788771549407,477.36367502984285
552,226.10258105393285,330.9950060568327,476.9214636029873
553,226.37711451387403,331.14870650146884,478.3491505674606
554,226.5385230556204,331.49326351381734,479.25534424210844
555,225.9831861093689,331.9414515716911,478.950952072024
556,226.26458515725176,332.1431768319983,480.5546934573308
557,226.35557446204658,332.37227446740053,481.3946679190803
558,226.34562444075968,333.10245055550945,481.3810827182708
559,226.4075349863561,333.2478930270262,482.0864698958148
560,226.69398419992837,333.2217485416038,483.1013660826931
561,227.33321422170414,333.4700772911585,482.8912770354692
562,227.55964702749915,333.92238563480083,483.8198944405621
563,227.01823999983264,334.18733158805185,485.0675390576486
564,227.1335713028602,334.2615980444035,486.35501783467333
565,227.98936166402476,335.0243117240607,485.8256164898379
566,227.77294685940433,335.0314753278832,487.0542720981499
567,228.07964561649194,335.5392081255604,487.8279048641553
568,227.7497778026445,335.77659581066473,488.48103655404054
569,228.17282470014717,336.18878555069074,489.23787299039833
570,228.21048986547356,336.2027244105416,490.0290521402824
571,228.3715656568951,336.35500123896657,490.801924982682
572,228.34507604746537,336.44498971694685,491.82480085980427
573,228.02647671362527,336.4334493816168,492.51659445947433
574,228.4158731364627,336.9509406711219,492.9694797786318
575,228.53224060454778,337.3834171804358,492.425555917316
576,228.37855194876855,337.5872793502378,493.7843926272918
577,228.88992743035325,338.1843110199093,494.5002836376557
578,229.1826655248357,338.31228524098003,494.7708047227492
579,228.78456981072893,338.5200285221629,495.0730792170283
580,229.34729851673157,338.73369041206024,494.36477251938703
581,229.63930089572344,339.054978825567,494.2441483937385
582,229.3251882973728,339.38248244618103,494.333789041722
583,229.9390918494453,339.71824435471166,496.06795894948374
584,230.24616247573513,339.62875206806837,496.20255125268807
585,229.915796949729,340.3131562981923,497.3839761746867
586,230.32419447848116,340.3536112930602,497.58726637889805
587,230.16925298412878,340.52694332721717,497.8747210759394
588,230.1127122182862,340.4939849896384,498.4409789634195
589,230.24018231531292,341.0870821579347,499.2392594771388
590,230.07639995783882,341.4735401695162,500.772522567485
591,230.56262455680124,341.5536502881657,500.31867471114253
592,230.93853524337672,342.1707882561451,502.10749469259525
593,230.6023901238917,342.1889520415176,502.9096611936769
594,230.63218428564147,342.4714604507483,502.9760415994488
595,231.37518618666016,343.0813141918129,503.3838466212706
596,231.20830241786044,343.3853094590057,503.5684033715481
597,231.10223848086875,343.7738066714021,504.2058206782673
598,231.43377245651598,344.28587120254485,504.9547233538566
599,231.41954946164256,344.23452652075525,505.3530122810935
600,231.74157483581484,344.10358255966844,506.5079945208169
601,231.98214028160288,344.56993592223876,506.64703334972967
602,232.15979337375725,344.9137123883122,506.98164441634606
603,232.36782026355283,345.7206693306228,507.4011856374493
604,232.6171463204133,345.8724919050085,507.91975802564684
605,232.69986907358674,346.26306277294816,508.6809289985096
606,232.49969995145275,346.2982972715823,509.2282971420476
607,233.5549569862225,346.4749625120078,509.2316358599731
608,233.29358982132882,347.0636237653187,511.33057900038614
609,233.48827324920126,347.0757615291505,511.34284982332866
610,233.67983785031512,347.2808625637582,512.2840460218491
611,233.98860809676492,347.69172618907527,513.4450946146567
612,233.9699327846454,348.40422661399566,513.2261116822193
613,233.69646171397574,348.5351984618866,513.9790040806425
614,233.7993294176093,348.74043072512075,515.1805784446522
615,233.8324993669272,349.1608606808345,516.518226040568
616,233.82336296837687,349.8487056048055,516.8014861680924
617,233.7261417189306,350.3673122938426,517.3049007361457
618,233.59152007589176,350.58385212169367,518.201170417387
619,234.05935629704527,351.1273614024591,517.6427928512683
620,233.93243201455402,351.29699565053954,519.6391717686944
621,234.08707357608512,351.38370252806794,519.7418215270026
622,234.241193928387,351.4534495884752,520.4353461205599
623,234.35139135410338,351.9211365238727,521.9454829004777
624,234.97920288987999,352.3368145247962,521.4094223207401
625,234.75867553833305,352.4770363895153,521.3610115110771
626,234.81884726620405,352.68897806273174,522.5414680820592
627,235.1594781222614,352.6788012743432,522.1286032595616
628,235.4860060031787,352.9120034529514,523.2108643114143
629,235.97052799702942,352.950863287223,524.542539810022
630,235.3085041643711,353.1867463766214,525.6908092317622
631,235.18333147874318,353.45234574846756,526.3341689663199
632,235.7634660825297,353.50342510418557,526.090372999386
633,235.48272872949178,353.9820513631507,528.1537868257568
634,235.52236414564388,354.33054138124635,528.3027999809054
635,236.15577199861647,354.36784987480803,528.7653095728405
636,236.27199438324485,354.4220550527648,528.8918395149277
637,236.6877344761414,354.98493206357296,529.7255327934917
638,236.51542534886786,355.2462282090569,530.4019615346774
639,236.8197736679857,355.84835127746607,531.454817574218
640,236.88605512509332,356.1725100750697,531.9745144673955
641,236.9813548509163,356.8174438622543,531.4343634161401
642,237.59104760787952,357.07542430532783,533.321357539337
643,237.0516295287928,356.93090314308097,533.2007052245395
644,237.4522487950808,357.10024785655366,534.8142701720445
645,237.65532393452855,357.3949751150674,535.3047015780829
646,238.12815353577335,357.8939142937114,537.6136777364495
647,238.39125889380477,358.7277913297282,537.4134247571948
648,238.39162076445697,358.63661431610683,537.2964746999085
649,238.3689728595943,358.9146257677802,537.9537080162172
650,238.23643910658666,359.15102611305497,538.5679921671651
651,238.90511308785426,359.1724835767503,538.7860176582482
652,239.33561458738424,359.51075253039846,540.4867950111283
653,238.6650788692692,359.6214064790003,541.1573414312766
654,238.88491480522535,359.97667382336556,541.2431719088745
655,238.9339893225787,360.2975696222576,542.0757008283188
656,238.53295957368948,360.3038168911941,543.7844654646804
657,238.5473654069788,360.7289870976157,542.7574968842781
658,238.98572545006033,360.9969021929743,543.7412145678251
659,239.11983792722762,361.7961348544559,545.0638391501449
660,239.11903381186252,361.6497575135088,545.0442739404938
661,239.11178437553727,361.94877801202836,545.6970714472999
662,239.0560465309878,362.18206777651784,547.1937743557522
663,239.38421605309196,362.3918579332412,547.8396491198889
664,240.17211700718025,362.6882538858829,548.8039241818643
665,239.75940448749438,362.8796639952647,549.4796481392514
666,240.3185527824955,363.11755556311584,550.1256772020051
667,240.3342602485157,363.5402071779715,549.5831977613374
668,240.21742140558248,363.67467687750246,550.3989321424691
669,240.88369409470704,364.10961204967043,550.3214323962387
670,240.52988474214317,364.17222249685415,550.1548476907114
671,240.73763718617676,364.7866984535426,549.9401250010073
672,241.11807786051983,364.54195313586746,552.1411266875033
673,241.19392711893454,364.98529823260844,551.9978968412046
674,241.17252803672218,365.4891968620411,553.9922238604859
675,241.4212310488445,365.82508848120244,553.6820414062665
676,241.7840959208173,366.1039524378565,553.841909221853
677,241.96227347389294,366.5218564107853,554.4488099740468
678,242.54745047723642,366.3116812867353,555.9529059189633
679,242.68478326490091,367.15674654162456,558.1825103938263
680,242.45915775177673,366.79347404419923,557.8105079549944
681,242.29102303651976,366.7738404902676,558.3371834111426
682,242.08143794574377,367.502109967078,559.1770873458623
683,242.5168164812746,367.58445770691014,559.5791128603645
684,242.71319157026974,367.84882584524246,560.8271285206524
685,242.65579961663636,368.11892181964384,562.239574987717
686,242.80386776124118,368.7741189915308,562.0990802914924
687,243.0032049087544,369.1573149345851,563.1643468054518
688,243.0913386532743,369.5527697775408,563.5008974759967
689,243.042485590178,369.73081377067996,564.5770690384459
690,242.7922269886155,370.1270562400583,564.848849951527
691,242.8952900525201,370.3792668324046,564.6063422485546
692,243.28674474151964,370.8602031639956,566.2833160928325
693,243.45183507219124,370.95445739803836,566.7754147332076
694,243.63917885297082,371.3523678384907,566.6735926496102
695,243.73113390810227,372.1756155240746,569.4223733965208
696,243.59491924918444,372.5896308984122,568.2412642294009
697,243.5995153925506,372.5999972024281,569.236638124652
698,244.71620362778236,373.4153807001579,570.7648543619534
699,244.67663635351082,373.5825420989378,571.3996846714402
700,244.60610889410682,373.8602444029291,571.7209257697237
701,244.73444485745355,373.9911900169209,571.9112614753953
702,244.8625714969996,374.1990944435696,573.1341782060273
703,245.61486693773145,374.81068075918336,573.15947408657
704,245.11543832651094,374.83013853993486,573.313231702145
705,245.63983533459384,375.0112217396702,574.5751588556675
706,246.075892530466,374.97608017097025,574.170767906101
707,245.81813013757525,375.58083634099387,575.4709468566797
708,246.03918232821314,375.85034079678087,576.7779464934265
709,246.765868752553,376.12484997617753,577.0346843348699
710,246.8650950853992,376.98132119914726,577.4541128167342
711,246.58647667516627,376.88877312071776,576.8422241377517
712,246.8134108954155,377.24890318035466,576.6569014717476
713,246.46868669646173,377.49861375843136,578.2646579774681
714,246.39608623730038,377.4395648874805,578.3107200909244
715,247.08240052978385,377.8861674082958,579.0412995678231
716,247.9867148039461,377.7109712853387,580.8763558185063
717,248.54462196586803,378.4261108981566,581.0313547555307
718,248.43723793017188,378.6765714649012,581.3491649059315
719,248.0497342171982,379.03750557929436,581.5562178391917
720,247.68580184545328,379.2780529845253,581.8657095551772
721,248.21812325962875,379.31340047853286,583.1816253789963
722,248.25734566372833,379.23904809198973,584.8234408916218
723,248.83961536977284,379.85116803038966,584.6958662928643
724,248.25604276296434,380.2417798197326,584.160297055922
725,248.94026381177284,380.889928586436,585.7512726190456
726,248.9050896127804,381.4025966363448,585.9581886358442
727,249.58400392672328,381.20843535579525,587.0542216036449
728,249.3983241541142,380.84735996383165,588.3924669656003
729,249.44063245762388,381.5864423939504,589.84999580229
730,249.51134002609925,381.65347611363507,589.6202011321249
731,249.7239584368237,382.2739776913862,589.5370108249259
732,249.56969107301398,382.4599388458689,590.1770095382938
733,249.34557078018383,383.3731803860413,589.9357619766212
734,249.65828738873714,383.2437807088925,591.192199945063
735,249.44446631796745,383.6752198437307,592.1512142754375
736,250.29028604747825,383.76897609981734,593.5665469477075
737,250.0662661416555,384.2969738421559,594.0807855491597
738,250.4495996148137,384.2653212415913,595.6032686936102
739,250.66438455990644,385.43335442668626,596.279809764451
740,250.80771218490392,385.58593322288226,599.1751527257052
741,250.8438623494193,385.58515544505417,599.0663195576619
742,250.1905625907453,386.2699144542262,599.6702328194782
743,250.76322617609992,386.4685189265607,599.5902340518794
744,251.2224504017804,387.01887962346814,599.2115271515438
745,251.48370430026668,387.6722924022315,599.1087221912304
746,251.8068387213665,387.51391206644485,600.3680828202192
747,252.2589659902006,387.7016214859294,601.9439037990084
748,252.38024772602236,387.81768238653274,602.9341079240562
749,252.47724285280137,388.254954525827,604.51219923922
750,252.2260725850722,388.5864214228624,604.5900856199041
751,252.3324422409213,389.30510154192586,604.9471352931945
752,252.59372979158056,390.10070553206333,606.4328528713638
753,252.71059969807857,390.04941854801274,606.4873775791106
754,252.17013140049295,390.3212091881078,607.6552764590817
755,252.9806538627671,390.39812423635493,606.2131028441981
756,253.0180766292538,390.92516876294724,606.9494690454231
757,253.09451869864526,390.46373983847855,608.5613224782461
758,253.40110734981752,391.072626578271,609.7308785450483
759,253.39840021367576,391.2335648939029,609.7586631421321
760,253.44855812885956,391.47766985442104,611.2993807762754
761,253.21847607337244,391.93866825450675,612.8688753801168
762,253.15350959164255,392.58249397852524,614.453640727052
763,253.47479134117074,392.83119160094896,614.1939811324988
764,253.10363357285843,392.9897128562834,614.7751678111589
765,253.55494774553267,393.22436185360016,614.7473871038408
766,253.52481846303874,393.64069323726596,614.350214475534
767,253.7390279023769,393.9912214893077,615.7435339105419
768,255.292500477895,394.790577975862,614.9540246667485
769,255.18782726162354,394.8946364601884,615.338974683511
770,255.6531475180491,395.24382833130926,615.587117961096
771,256.1709831211851,395.5970199325203,615.8704732817807
772,255.14989006925435,396.05835307565275,616.9521006957714
773,255.59090484545862,396.1817839691141,618.2180493002868
774,255.95209023306694,396.4626959634565,618.3255307135851
775,256.39395859137204,397.1338072857336,619.921610805753
776,255.79859043393094,397.5579965133178,619.4432522770838
777,256.4613639085065,398.05739168425856,620.5136150722606
778,256.3813319678509,398.37283591518053,621.3151504164757
779,256.5019910486042,398.6573611952347,622.5563076918728
780,256.7542869017373,398.91385058036127,624.1504083564902
781,257.1150472092686,399.32431304432765,623.0775530009199
782,256.918789788428,399.4276105850116,623.6502547459062
783,256.5724332918525,399.31771452244334,624.8576672047377
784,257.10858493988655,399.9751112644003,625.6975116040275
785,257.0891182699683,400.4145051843741,626.9123128709944
786,257.42426719494784,400.9850442005861,627.4256852905172
787,257.46302325821705,401.27635624864104,628.1944469126378
788,257.4540848584621,401.60312122942753,629.6248256503009
789,258.0598177503465,401.9724659094894,630.5944182405025
790,258.03566016959434,402.2829473348093,630.4511542445913
791,258.53164882352473,402.50533483670216,631.1205432516692
792,258.9664488631277,402.74404686392586,631.0703194745623
793,258.69096855388756,403.43987803029063,632.5759478422684
794,259.5133777807978,403.6382887883909,632.5810648402006
795,258.8868879720807,404.04518222063206,633.7598779745111
796,259.3271165349971,404.3674239811697,632.9080536899944
797,259.25383057818533,404.92978049781095,634.7552778338688
798,259.7456574832477,404.8065395784289,636.723640258752
799,259.22229369157293,404.7476674716346,635.539443636462
800,259.4160616064777,404.8562634458368,636.1502364670258
801,259.92658517001627,405.67353649495146,637.1855660647929
802,260.30401217860646,406.0868690649337,638.2318701096964
803,260.14144594283033,406.0379577952863,638.7179020974625
804,260.2792246800766,406.59209693959343,638.0260896014063
805,260.3470880749461,407.0974982542899,638.8979761834715
806,260.7471384879821,407.4724979545481,641.7608428951596
807,260.6080825560723,408.11704854683893,642.1267078212744
808,260.9665074634106,408.3869947421547,642.9708720565501
809,260.88851249956923,408.5385319086088,642.790811095142
810,261.25244837775546,408.9742217578568,643.7265879842236
811,261.6278543782187,408.6435641582559,643.4723017142351
812,261.472196548895,409.47138421579734,643.8001351365665
813,261.8196808672709,409.5956320717636,644.6136571946083
814,262.0797695389633,410.43266062293844,646.182861535625
815,262.13017988924787,411.23886707372947,644.8801620708746
816,261.7614436262864,410.94415422941165,646.1211331786117
817,261.9778999083433,411.50468769971906,647.2079642984291
818,262.5944744924396,411.7589335176556,648.8539181545348
819,262.3553640368797,412.3891831627716,648.2962411600766
820,262.3144699996305,412.537487178666,649.7567293854617
821,262.5958532161322,413.067451924943,648.296537297141
822,262.6369871187615,413.3958529769681,650.7725823946845
823,262.3438632078307,413.7900163004183,650.739749412361
824,262.8399048032032,414.0981448108058,651.1981926805105
825,262.84869248297434,414.15980314019555,652.9676338256403
826,262.82738304020825,414.5470559243973,653.2483457406322
827,263.36275706886124,415.35136109412554,654.5071732179913
828,263.9581177811127,415.38219795512765,655.6339409810244
829,264.14249244075023,416.0169120377475,657.3851116209934
830,264.0869849569529,416.28568452637,658.4698633864948
831,263.8625999706981,416.42748921578715,659.3245387915737
832,263.8970259709596,417.0851730880855,659.4011545084093
833,264.53187072566806,417.6307516792533,661.0061645202888
834,264.4005082551736,417.05162459580527,660.5339486985798
835,264.0049756588738,417.6779387591873,660.4500506031384
836,263.836580269579,418.1552497781447,660.4521003411486
837,264.18498598411816,418.3361330261902,662.4060434318884
838,264.77819776407534,418.63632106013443,663.3615040895011
839,264.99699650568016,419.3237587119034,664.9585771779667
840,264.59266397732955,419.6060877481016,664.6230887260134
841,265.10355281224474,419.52625148700156,666.8639691038792
842,265.29779930396614,420.201592258889,667.9824041418707
843,265.8124148860827,420.29738692675556,668.4333303955443
844,265.7401997835368,420.5415327296899,669.2734851292573
845,265.8735280731461,421.0748847205764,670.827039079949
846,265.66802370085236,421.5906216867403,671.2937817119238
847,265.5835795105895,421.98966728221853,672.139657672351
848,265.85064096207975,422.07019657255364,671.8024364548077
849,265.87027635571684,422.48064798355267,673.0417621882394
850,265.5430512680155,423.17185788654456,673.675975960908
851,265.916768277244,423.82233929065524,675.728835405257
852,265.885957300214,424.33337432891784,676.7426310401064
853,266.6157489306992,424.3724100947618,678.267378367158
854,266.35014713603783,424.6485064095212,679.5223983623027
855,266.49139957671036,425.4361644695339,679.7383203075964
856,266.9130322937617,425.6544541221647,679.6741469922741
857,266.94798281718386,426.226717200538,680.9108556203319
858,266.78054485665103,426.323749488794,681.3203848507851
859,267.12211461855827,426.54318133259727,679.3280401950176
860,266.31363268551695,427.65476472065313,680.1497601921815
861,267.52501801590773,427.40508371456997,680.7729819113719
862,267.27360338994384,427.6505634548724,683.5043063192902
863,267.799307788208,428.28819526934944,683.7140217424479
864,267.3328765006513,428.3522153041108,684.5560346948761
865,267.73348069941613,428.8210741015049,685.9834797735961
866,268.844491261715,429.75031300166006,687.1756307571402
867,268.87869889678615,429.66868915637775,688.6517619849535
868,269.34548692721347,430.10856267597495,687.1230652149216
869,269.08871124556487,430.69240516767763,686.9909870575195
870,269.00571813006934,430.722082900015,689.079486767668
871,268.76596876857855,431.16978181895115,688.6377132542767
872,269.12887050940384,431.3436766116671,690.4846831639193
873,269.7534940230152,431.8725777449706,691.50865365243
874,269.71113270628183,432.36023137076575,693.0594835631429
875,270.12466341255816,432.9428874744793,692.0420355689982
876,270.37249150044005,433.0340724760387,693.2325796181761
877,271.24518187796895,433.3886776650098,693.9764044311895
878,271.25331334087883,433.75283278792773,693.610847588556
879,270.3281036610461,434.48574667351176,693.2923904146272
880,270.87839224455723,434.3803782435657,694.1880663590725
881,271.40684249647353,434.97911574300736,694.0656829007809
882,271.6479853770905,435.2529370377722,695.6120863049775
883,271.6377169906075,435.1884008242231,697.2698241835153
884,271.33088629786727,435.6656135687754,697.9553289957202
885,271.41427947020713,435.83004692029067,697.6583360923979
886,271.03322314737994,436.2428145067504,698.0562274372148
887,271.9698070925131,436.83969221848014,698.152083710675
888,271.95937163112364,436.8429077350605,700.4969232491812
889,272.7878325877115,436.6438807001708,701.5151843481447
890,273.3703443072076,436.952996127534,702.0816906788713
891,273.6425705539876,436.88666948940136,702.8475705757578
892,273.65924998039804,437.6705157935166,700.6043522274205
893,273.7517291413549,438.06933068981647,703.0913652232043
894,274.0170756823656,438.4793146305088,703.7175544674318
895,273.6086386898309,439.109182796338,704.0742000778797
896,274.0144278545198,439.87809375044094,705.8761754558782
897,273.8435251697492,440.5530412269752,707.5941493042399
898,274.1407422168068,440.2837451311566,707.1309939171194
899,273.96514596629197,440.8021859163117,707.1066592340512
900,274.2141252663685,441.15699462709495,707.7435669713195
901,274.4351560153311,441.7468163365254,707.6429763547337
902,274.1879481674222,442.07981400655433,709.7368706211842
903,274.4015980381961,442.5280550127036,711.6473492333059
904,274.9463160755076,442.54875502212917,710.8748999226444
905,274.7627323834103,443.2055654503173,711.6084299370625
906,274.86924341262795,444.11361576860537,713.4771241476635
907,274.6083831127377,444.2416699720498,713.10471257964
908,275.25123986967134,444.4470376148163,713.2397367273293
909,274.9973706727566,444.84920832016934,716.8835416004431
910,275.86173106203023,445.22057352178876,716.4468741078686
911,276.621211979359,445.4963963514441,718.8652397203699
912,276.0830304843576,445.8125401134178,719.1805679918906
913,276.6768171439051,446.0570743719679,720.6950076483186
914,276.1877633972966,446.4751457644606,719.958486694486
915,276.3540836680851,447.04790648841754,720.153071296002
916,276.6074970142605,446.81064452127487,721.018323923475
917,276.3888493489371,446.9044067440887,721.7349191907117
918,275.98630344753786,447.44449709706254,722.9119681051236
919,276.7587008793448,447.629146003787,725.1577258785311
920,277.1609257067545,448.19533380955096,724.2826959583705
921,276.98091491198596,448.7366993771741,723.6682742876484
922,277.5843726547843,449.295065792521,725.29681781289
923,277.00819241264605,449.7851013885554,725.8814318179743
924,277.4693760263724,449.7209150995447,727.6476608741172
925,277.26879103659564,450.13685371057045,727.4105579296688
926,277.7989533245813,450.6264673522569,729.898679595637
927,277.34129830619054,450.830220723626,730.9177070119782
928,276.978055496898,451.36864235614087,731.2603923167492
929,277.14748942896097,452.0168102979298,733.3088005291409
930,277.68745849661997,452.22131451249857,732.7009558696167
931,278.914624526197,452.47592133710464,734.8403370157779
932,279.15232623883145,452.97245520122885,736.1837358969309
933,278.73053970411996,453.22677982894834,736.97573383016
934,278.8914141402601,453.5014166510882,737.2189657778619
935,278.86027500236463,454.2254846460081,739.0836175837485
936,278.8174919991468,454.43478211836276,738.7976658207061
937,279.0366704087195,455.08261677365294,738.4570607910696
938,279.8486179623582,455.16620911339226,739.5479230711546
939,279.9892565447873,456.18535778349184,739.5407930895627
940,279.9175146485652,456.28587362160476,740.5092005231504
941,280.5586814284286,456.4175416175185,740.8402321857095
942,280.7806975412257,456.4799741693686,741.3651817291326
943,280.5220691929787,456.73779303917956,743.4464981642276
944,280.0767935850643,456.8798860955458,743.8607044118529
945,280.2412619211093,457.31575460203175,744.5485235042571
946,281.10767628412214,457.5788952530009,742.9363415384423
947,281.4892909448483,457.2827956942141,743.8015847194212
948,281.50858433166263,457.90027178941943,745.0597106293394
949,282.0637871542083,458.10055706557233,745.9013483476856
950,281.97729068850896,458.7724505944873,747.6925677321448
951,282.54700159474265,458.91500530101405,747.1514437735538
952,281.8697646477691,458.86864031705,749.5631594118292
953,282.2905210037553,459.91691427760594,748.3516439057219
954,282.36735417114994,459.5394125320337,749.3464736649903
955,282.29675563899525,460.04332375203904,749.9721074169038
956,282.6907839849197,460.4044051490866,749.9666298240846
957,282.70752181615893,460.87758665466475,750.6787972541334
958,282.71801668311355,461.0153588439572,751.1416738834814
959,283.0925924328427,461.29220084448195,753.9083952849409
960,283.1412175713584,461.8325292005934,754.6972379288441
961,282.39991230609115,462.3721368206464,755.8244836616926
962,283.1783645440748,462.7971043212981,755.3789426038012
963,282.2683990496132,463.19091944721947,755.693571640791
964,283.68157387203354,464.03054909654367,757.8667235084978
965,283.4986725487331,464.22560107525953,759.5304590890939
966,283.4817938500444,465.2050737445161,759.9354332225975
967,283.7715912592183,465.5170504628609,762.189547269719
968,283.95140160602864,465.69021969031087,764.2747227726834
969,284.1056243132569,466.32292531923696,765.9294236979733
970,284.25822965393183,466.32941340280945,764.7710846195985
971,284.8928906550558,466.772975784146,766.602120177609
972,284.15482222634336,467.1236255146091,766.8647154200282
973,284.42370358742215,467.1547762570284,767.7742055152684
974,284.4477750632313,467.64810539572017,768.7015882705987
975,284.5935718298841,468.18214973317384,768.5335755753413
976,284.60099783217834,468.11056451726245,768.3721538133435
977,285.4718966888525,468.7827950892139,769.4544204726074
978,285.88395075449614,469.18488101461344,770.4208209102243
979,286.46429587932016,469.49766394808694,771.644243873568
980,286.4366121190185,470.3363821980824,772.9991501114391
981,286.44629567754413,470.5839444292975,773.2067313589521
982,287.0453220232451,470.7679697362187,773.2162929340236
983,287.32618501302716,471.52430664356314,773.8966504409358
984,287.42337413640274,471.9337181235087,775.5445483039834
985,287.5651992624363,471.9315037959096,776.8420280592848
986,287.1959926858954,472.53927320994694,776.3678292164268
987,286.970977054507,473.202106264902,777.3568546374398
988,287.5800123653462,473.95594387389264,779.5713259697916
989,288.1284781637752,474.2058518566705,781.0024500669297
990,288.4695229408521,474.8160090003091,781.9640908171926
991,288.4924513823591,474.846496117153,783.3209565854249
992,288.635799834748,475.21113875698967,784.1084179330567
993,288.5232864853392,475.7641390166373,785.8612846072579
994,288.5489266662336,475.9870632821353,784.1968507709272
995,289.12453469132373,476.4423186444101,786.0692847542304
996,289.62031909943175,477.0705985874597,788.7828538561067
997,290.2343680557971,477.4699579142155,788.6839451316638
998,290.9251854403681,477.9075677231173,789.1820666845007
999,290.2359806049661,478.12770767625636,789.9200374570778
1000,290.70019481440187,478.374223106748,788.4920643398075
1001,290.8071811654996,479.2361872920808,789.9305947575122
1002,290.7149846356176,479.21443411407574,790.8420131608041
1003,290.27300746640975,480.24789834280216,793.8809408816371
1004,290.7514377212799,480.3741502532366,793.8627998444496
1005,290.80872014663123,480.4945409532037,796.0395007750056
1006,289.8850263457877,481.4391237399712,794.4869932252225
1007,290.709495217368,481.85284758989616,796.407620105437
1008,290.69508368465625,482.0999989486917,798.3143822092862
1009,290.5118955468793,482.4599193899255,799.4758882342178
1010,290.56478841570953,482.797089310743,798.8031493596201
1011,290.56892944766776,482.8626174100891,799.3144293885019
1012,290.8554400930819,483.62231063244,798.8868394734765
1013,291.71774143138254,483.85655982016294,799.257855385092
1014,291.590509501323,484.7881783829946,800.6890818856862
1015,292.0607155890195,485.2621957051348,801.8106062315074
1016,291.4321399918959,485.80681446113374,803.462204191842
1017,292.1367298545575,486.093330895951,803.8966642680485
1018,292.5434787466858,486.7700446797234,806.6273555811565
1019,292.0990467186253,487.22372337571426,807.4837337915822
1020,292.11477929414764,487.70470544838946,808.1441166925667
1021,292.41777489644045,488.06008806199816,809.196844202584
1022,292.94825738292747,488.28958328293544,810.3625414582526
1023,292.95045633322286,489.0869774301007,811.2477039277213
1024,293.5712062767526,488.84671777432106,813.1315085671805
1025,293.7915670848964,489.7112582266087,811.625502226003
1026,294.1177641103381,489.66852137137323,813.9162483168496
1027,294.2821680995348,490.4104455478324,814.0832041755405
1028,293.9553581981106,491.00269878619736,812.8186836285989
1029,294.172968216321,491.47216201454455,815.5330513668375
1030,294.4595952482611,491.5815069984776,816.7026011680622
1031,294.4118158860109,492.0303156640805,818.8107312900677
1032,294.7083091131818,492.44173778922175,817.6169350586398
1033,294.602383460594,493.1995097229857,818.5681363324043
1034,294.42912030192207,492.52793158635103,819.6887997297545
1035,294.7414145833022,493.6175825356279,821.8813227349381
1036,294.17486265199494,493.83304501187104,821.4229050781981
1037,294.4243506000894,494.41785354982756,822.3452029448982
1038,294.6412192581069,494.37970986234507,824.5722142448232
1039,295.4567011011651,494.45766016746256,824.3797715427592
1040,296.0153811093104,495.4061657099329,826.219191946206
1041,295.17661840717403,496.3116272251415,826.757886096235
1042,295.03477074092757,496.8178589389319,824.4236359145431
1043,296.3316750938152,496.64834429842443,825.2683031982501
1044,296.0634056957492,497.2795597198701,826.6230331138007
1045,295.9174663681986,497.64798912977324,828.4938934534046
1046,296.4119374449485,498.43539536745016,827.3810611070203
1047,297.11358048324576,498.5285373138454,829.2025534040337
1048,297.51815304844934,498.7331193755296,832.3397185522581
1049,297.32580667127183,499.1908576190457,832.2350399795924
1050,297.796807594659,499.9061361859416,834.6794883980406
1051,297.9638033139412,500.1106868963468,835.0416813060508
1052,297.15785561112637,500.5453874844368,838.9328946591813
1053,297.934101264921,500.62590447237255,838.1411303219637
1054,298.1717221790888,500.97623024092616,838.4453082570869
1055,298.6601799053448,501.55774271635346,839.971775677779
1056,299.2039816079019,502.1716185641892,841.4814809209968
1057,298.92667339730707,502.47251538663545,841.8316472957697
1058,299.01802575309796,502.3353281617339,841.2656883541623
1059,299.0803637462775,502.28995920231307,842.236717647421
1060,298.60838958064704,502.64722461279734,844.5665785860838
1061,299.45394464290104,504.0290863364265,843.6761215555458
1062,299.5986958846353,503.84740304760317,844.7192523439612
1063,300.26462318338395,504.5459978175909,845.9088562117759
1064,300.5049649594979,505.635833627044,847.1921298884603
1065,300.5235704283559,505.47558952836766,848.7556003352769
1066,301.02438074018664,505.914388673129,850.0580390236978
1067,301.0267175601359,505.6146010110747,850.1803865198124
1068,301.20291587555306,506.14009326218877,851.5753853780043
1069,301.4312975342272,506.9259991820111,849.9039896556123
1070,301.08474265584067,508.32296569744744,851.5451351144275
1071,301.62474012715734,507.94878969545505,853.0847121041007
1072,301.9726933686751,509.14397162707064,854.6964072179434
1073,301.4283480591892,509.34416696936205,855.5530838046897
1074,301.91379803413815,509.6135012662719,855.7086369114869
1075,302.21389165590654,509.88463631268576,857.9934347318738
1076,302.3079257257988,510.31507134816246,857.1253213226701
1077,303.3012057598078,510.738110984668,857.5563500661456
